,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,CustomerId,EmployeeId,OrderDate,ShipVia,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,price,OnSale,discounted_order,order_total,week_day,month,month_name
13,10252/60,10252,60,27.2,40,0.0,SUPRD,4,2012-07-09,2,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,1088.0,0,1,3597.8999999999996,0,7,jul
14,10253/31,10253,31,10.0,20,0.0,HANAR,3,2012-07-10,2,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,200.0,0,0,1444.8000000000002,1,7,jul
15,10253/39,10253,39,14.4,42,0.0,HANAR,3,2012-07-10,2,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,604.8000000000001,0,0,1444.8000000000002,1,7,jul
16,10253/49,10253,49,16.0,40,0.0,HANAR,3,2012-07-10,2,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,640.0,0,0,1444.8000000000002,1,7,jul
17,10254/24,10254,24,3.6,15,0.15,CHOPS,5,2012-07-11,2,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,45.9,1,1,556.62,2,7,jul
18,10254/55,10254,55,19.2,21,0.15,CHOPS,5,2012-07-11,2,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,342.72,1,1,556.62,2,7,jul
19,10254/74,10254,74,8.0,21,0.0,CHOPS,5,2012-07-11,2,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,168.0,0,1,556.62,2,7,jul
20,10255/2,10255,2,15.2,20,0.0,RICSU,9,2012-07-12,3,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,304.0,0,0,2490.5,3,7,jul
21,10255/16,10255,16,13.9,35,0.0,RICSU,9,2012-07-12,3,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,486.5,0,0,2490.5,3,7,jul
22,10255/36,10255,36,15.2,25,0.0,RICSU,9,2012-07-12,3,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,380.0,0,0,2490.5,3,7,jul
23,10255/59,10255,59,44.0,30,0.0,RICSU,9,2012-07-12,3,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,1320.0,0,0,2490.5,3,7,jul
24,10256/53,10256,53,26.2,15,0.0,WELLI,3,2012-07-15,2,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,393.0,0,0,517.8,6,7,jul
25,10256/77,10256,77,10.4,12,0.0,WELLI,3,2012-07-15,2,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,124.80000000000001,0,0,517.8,6,7,jul
26,10257/27,10257,27,35.1,25,0.0,HILAA,4,2012-07-16,3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,877.5,0,0,1119.9,0,7,jul
27,10257/39,10257,39,14.4,6,0.0,HILAA,4,2012-07-16,3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,86.4,0,0,1119.9,0,7,jul
28,10257/77,10257,77,10.4,15,0.0,HILAA,4,2012-07-16,3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,156.0,0,0,1119.9,0,7,jul
29,10258/2,10258,2,15.2,50,0.2,ERNSH,1,2012-07-17,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,608.0,1,1,1614.88,1,7,jul
30,10258/5,10258,5,17.0,65,0.2,ERNSH,1,2012-07-17,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,884.0000000000001,1,1,1614.88,1,7,jul
31,10258/32,10258,32,25.6,6,0.2,ERNSH,1,2012-07-17,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,122.88000000000002,1,1,1614.88,1,7,jul
32,10259/21,10259,21,8.0,10,0.0,CENTC,4,2012-07-18,3,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico,80.0,0,0,100.8,2,7,jul
33,10259/37,10259,37,20.8,1,0.0,CENTC,4,2012-07-18,3,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico,20.8,0,0,100.8,2,7,jul
34,10260/41,10260,41,7.7,16,0.25,OTTIK,4,2012-07-19,1,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,92.4,1,1,1504.6499999999999,3,7,jul
35,10260/57,10260,57,15.6,50,0.0,OTTIK,4,2012-07-19,1,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,780.0,0,1,1504.6499999999999,3,7,jul
36,10260/62,10260,62,39.4,15,0.25,OTTIK,4,2012-07-19,1,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,443.24999999999994,1,1,1504.6499999999999,3,7,jul
37,10260/70,10260,70,12.0,21,0.25,OTTIK,4,2012-07-19,1,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,189.0,1,1,1504.6499999999999,3,7,jul
38,10261/21,10261,21,8.0,20,0.0,QUEDE,4,2012-07-19,2,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,160.0,0,0,448.0,3,7,jul
39,10261/35,10261,35,14.4,20,0.0,QUEDE,4,2012-07-19,2,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,288.0,0,0,448.0,3,7,jul
40,10262/5,10262,5,17.0,12,0.2,RATTC,8,2012-07-22,3,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,163.20000000000002,1,1,584.0,6,7,jul
41,10262/7,10262,7,24.0,15,0.0,RATTC,8,2012-07-22,3,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,360.0,0,1,584.0,6,7,jul
42,10262/56,10262,56,30.4,2,0.0,RATTC,8,2012-07-22,3,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,60.8,0,1,584.0,6,7,jul
43,10263/16,10263,16,13.9,60,0.25,ERNSH,9,2012-07-23,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,625.5,1,1,1873.7999999999997,0,7,jul
44,10263/24,10263,24,3.6,28,0.0,ERNSH,9,2012-07-23,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,100.8,0,1,1873.7999999999997,0,7,jul
45,10263/30,10263,30,20.7,60,0.25,ERNSH,9,2012-07-23,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,931.4999999999999,1,1,1873.7999999999997,0,7,jul
46,10263/74,10263,74,8.0,36,0.25,ERNSH,9,2012-07-23,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,216.0,1,1,1873.7999999999997,0,7,jul
47,10264/2,10264,2,15.2,35,0.0,FOLKO,6,2012-07-24,3,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,532.0,0,1,695.625,1,7,jul
48,10264/41,10264,41,7.7,25,0.15,FOLKO,6,2012-07-24,3,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,163.625,1,1,695.625,1,7,jul
49,10265/17,10265,17,31.2,30,0.0,BLONP,2,2012-07-25,1,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,936.0,0,0,1176.0,2,7,jul
50,10265/70,10265,70,12.0,20,0.0,BLONP,2,2012-07-25,1,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,240.0,0,0,1176.0,2,7,jul
51,10266/12,10266,12,30.4,12,0.05,WARTH,3,2012-07-26,3,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,346.56,1,1,346.56,3,7,jul
52,10267/40,10267,40,14.7,50,0.0,FRANK,4,2012-07-29,1,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,735.0,0,1,3536.6,6,7,jul
53,10267/59,10267,59,44.0,70,0.15,FRANK,4,2012-07-29,1,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,2618.0,1,1,3536.6,6,7,jul
54,10267/76,10267,76,14.4,15,0.15,FRANK,4,2012-07-29,1,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,183.6,1,1,3536.6,6,7,jul
55,10268/29,10268,29,99.0,10,0.0,GROSR,8,2012-07-30,3,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,990.0,0,0,1101.2,0,7,jul
56,10268/72,10268,72,27.8,4,0.0,GROSR,8,2012-07-30,3,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,111.2,0,0,1101.2,0,7,jul
57,10269/33,10269,33,2.0,60,0.05,WHITC,5,2012-07-31,1,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,114.0,1,1,642.2,1,7,jul
58,10269/72,10269,72,27.8,20,0.05,WHITC,5,2012-07-31,1,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,528.2,1,1,642.2,1,7,jul
59,10270/36,10270,36,15.2,30,0.0,WARTH,1,2012-08-01,1,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,456.0,0,0,1376.0,2,8,aug
60,10270/43,10270,43,36.8,25,0.0,WARTH,1,2012-08-01,1,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,919.9999999999999,0,0,1376.0,2,8,aug
61,10271/33,10271,33,2.0,24,0.0,SPLIR,6,2012-08-01,2,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,48.0,0,0,48.0,2,8,aug
62,10272/20,10272,20,64.8,6,0.0,RATTC,6,2012-08-02,2,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,388.79999999999995,0,0,1456.0,3,8,aug
63,10272/31,10272,31,10.0,40,0.0,RATTC,6,2012-08-02,2,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,400.0,0,0,1456.0,3,8,aug
64,10272/72,10272,72,27.8,24,0.0,RATTC,6,2012-08-02,2,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,667.2,0,0,1456.0,3,8,aug
65,10273/10,10273,10,24.8,24,0.05,QUICK,3,2012-08-05,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,565.4399999999999,1,1,2037.2799999999997,6,8,aug
66,10273/31,10273,31,10.0,15,0.05,QUICK,3,2012-08-05,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,142.5,1,1,2037.2799999999997,6,8,aug
67,10273/33,10273,33,2.0,20,0.0,QUICK,3,2012-08-05,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,40.0,0,1,2037.2799999999997,6,8,aug
68,10273/40,10273,40,14.7,60,0.05,QUICK,3,2012-08-05,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,837.8999999999999,1,1,2037.2799999999997,6,8,aug
69,10273/76,10273,76,14.4,33,0.05,QUICK,3,2012-08-05,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,451.44,1,1,2037.2799999999997,6,8,aug
70,10274/71,10274,71,17.2,20,0.0,VINET,6,2012-08-06,1,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,344.0,0,0,538.6,0,8,aug
71,10274/72,10274,72,27.8,7,0.0,VINET,6,2012-08-06,1,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,194.6,0,0,538.6,0,8,aug
72,10275/24,10275,24,3.6,12,0.05,MAGAA,1,2012-08-07,1,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,41.04,1,1,291.84,1,8,aug
73,10275/59,10275,59,44.0,6,0.05,MAGAA,1,2012-08-07,1,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,250.79999999999998,1,1,291.84,1,8,aug
74,10276/10,10276,10,24.8,15,0.0,TORTU,8,2012-08-08,3,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,372.0,0,0,420.0,2,8,aug
75,10276/13,10276,13,4.8,10,0.0,TORTU,8,2012-08-08,3,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,48.0,0,0,420.0,2,8,aug
76,10277/28,10277,28,36.4,20,0.0,MORGK,2,2012-08-09,3,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,728.0,0,0,1200.8,3,8,aug
77,10277/62,10277,62,39.4,12,0.0,MORGK,2,2012-08-09,3,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,472.79999999999995,0,0,1200.8,3,8,aug
78,10278/44,10278,44,15.5,16,0.0,BERGS,8,2012-08-12,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,248.0,0,0,1488.8,6,8,aug
79,10278/59,10278,59,44.0,15,0.0,BERGS,8,2012-08-12,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,660.0,0,0,1488.8,6,8,aug
80,10278/63,10278,63,35.1,8,0.0,BERGS,8,2012-08-12,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,280.8,0,0,1488.8,6,8,aug
81,10278/73,10278,73,12.0,25,0.0,BERGS,8,2012-08-12,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,300.0,0,0,1488.8,6,8,aug
82,10279/17,10279,17,31.2,15,0.25,LEHMS,8,2012-08-13,2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,351.0,1,1,351.0,0,8,aug
83,10280/24,10280,24,3.6,12,0.0,BERGS,2,2012-08-14,1,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,43.2,0,0,613.2,1,8,aug
84,10280/55,10280,55,19.2,20,0.0,BERGS,2,2012-08-14,1,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,384.0,0,0,613.2,1,8,aug
85,10280/75,10280,75,6.2,30,0.0,BERGS,2,2012-08-14,1,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,186.0,0,0,613.2,1,8,aug
86,10281/19,10281,19,7.3,1,0.0,ROMEY,4,2012-08-14,1,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,7.3,0,0,86.5,1,8,aug
87,10281/24,10281,24,3.6,6,0.0,ROMEY,4,2012-08-14,1,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,21.6,0,0,86.5,1,8,aug
88,10281/35,10281,35,14.4,4,0.0,ROMEY,4,2012-08-14,1,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,57.6,0,0,86.5,1,8,aug
89,10282/30,10282,30,20.7,6,0.0,ROMEY,4,2012-08-15,1,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,124.19999999999999,0,0,155.39999999999998,2,8,aug
90,10282/57,10282,57,15.6,2,0.0,ROMEY,4,2012-08-15,1,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,31.2,0,0,155.39999999999998,2,8,aug
91,10283/15,10283,15,12.4,20,0.0,LILAS,3,2012-08-16,3,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,248.0,0,0,1414.8000000000002,3,8,aug
92,10283/19,10283,19,7.3,18,0.0,LILAS,3,2012-08-16,3,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,131.4,0,0,1414.8000000000002,3,8,aug
93,10283/60,10283,60,27.2,35,0.0,LILAS,3,2012-08-16,3,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,952.0,0,0,1414.8000000000002,3,8,aug
94,10283/72,10283,72,27.8,3,0.0,LILAS,3,2012-08-16,3,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,83.4,0,0,1414.8000000000002,3,8,aug
95,10284/27,10284,27,35.1,15,0.25,LEHMS,4,2012-08-19,1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,394.87500000000006,1,1,1170.375,6,8,aug
96,10284/44,10284,44,15.5,21,0.0,LEHMS,4,2012-08-19,1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,325.5,0,1,1170.375,6,8,aug
97,10284/60,10284,60,27.2,20,0.25,LEHMS,4,2012-08-19,1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,408.0,1,1,1170.375,6,8,aug
98,10284/67,10284,67,11.2,5,0.25,LEHMS,4,2012-08-19,1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,41.99999999999999,1,1,1170.375,6,8,aug
99,10285/1,10285,1,14.4,45,0.2,QUICK,1,2012-08-20,2,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,518.4000000000001,1,1,1743.3600000000001,0,8,aug
100,10285/40,10285,40,14.7,40,0.2,QUICK,1,2012-08-20,2,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,470.4,1,1,1743.3600000000001,0,8,aug
101,10285/53,10285,53,26.2,36,0.2,QUICK,1,2012-08-20,2,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,754.5600000000001,1,1,1743.3600000000001,0,8,aug
102,10286/35,10286,35,14.4,100,0.0,QUICK,8,2012-08-21,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,1440.0,0,0,3016.0,1,8,aug
103,10286/62,10286,62,39.4,40,0.0,QUICK,8,2012-08-21,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,1576.0,0,0,3016.0,1,8,aug
104,10287/16,10287,16,13.9,40,0.15,RICAR,8,2012-08-22,3,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,472.59999999999997,1,1,818.9999999999999,2,8,aug
105,10287/34,10287,34,11.2,20,0.0,RICAR,8,2012-08-22,3,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,224.0,0,1,818.9999999999999,2,8,aug
106,10287/46,10287,46,9.6,15,0.15,RICAR,8,2012-08-22,3,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,122.4,1,1,818.9999999999999,2,8,aug
107,10288/54,10288,54,5.9,10,0.1,REGGC,4,2012-08-23,1,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,53.10000000000001,1,1,80.10000000000001,3,8,aug
108,10288/68,10288,68,10.0,3,0.1,REGGC,4,2012-08-23,1,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,27.0,1,1,80.10000000000001,3,8,aug
109,10289/3,10289,3,8.0,30,0.0,BSBEV,7,2012-08-26,3,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,240.0,0,0,479.4,6,8,aug
110,10289/64,10289,64,26.6,9,0.0,BSBEV,7,2012-08-26,3,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,239.4,0,0,479.4,6,8,aug
111,10290/5,10290,5,17.0,20,0.0,COMMI,8,2012-08-27,1,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,340.0,0,0,2169.0,0,8,aug
112,10290/29,10290,29,99.0,15,0.0,COMMI,8,2012-08-27,1,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,1485.0,0,0,2169.0,0,8,aug
113,10290/49,10290,49,16.0,15,0.0,COMMI,8,2012-08-27,1,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,240.0,0,0,2169.0,0,8,aug
114,10290/77,10290,77,10.4,10,0.0,COMMI,8,2012-08-27,1,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,104.0,0,0,2169.0,0,8,aug
115,10291/13,10291,13,4.8,20,0.1,QUEDE,6,2012-08-27,2,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,86.4,1,1,497.52000000000004,0,8,aug
116,10291/44,10291,44,15.5,24,0.1,QUEDE,6,2012-08-27,2,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,334.8,1,1,497.52000000000004,0,8,aug
117,10291/51,10291,51,42.4,2,0.1,QUEDE,6,2012-08-27,2,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,76.32,1,1,497.52000000000004,0,8,aug
118,10292/20,10292,20,64.8,20,0.0,TRADH,1,2012-08-28,2,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,1296.0,0,0,1296.0,1,8,aug
119,10293/18,10293,18,50.0,12,0.0,TORTU,1,2012-08-29,3,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,600.0,0,0,848.7,2,8,aug
120,10293/24,10293,24,3.6,10,0.0,TORTU,1,2012-08-29,3,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,36.0,0,0,848.7,2,8,aug
121,10293/63,10293,63,35.1,5,0.0,TORTU,1,2012-08-29,3,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,175.5,0,0,848.7,2,8,aug
122,10293/75,10293,75,6.2,6,0.0,TORTU,1,2012-08-29,3,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,37.2,0,0,848.7,2,8,aug
123,10294/1,10294,1,14.4,18,0.0,RATTC,4,2012-08-30,2,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,259.2,0,0,1887.6000000000001,3,8,aug
124,10294/17,10294,17,31.2,15,0.0,RATTC,4,2012-08-30,2,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,468.0,0,0,1887.6000000000001,3,8,aug
125,10294/43,10294,43,36.8,15,0.0,RATTC,4,2012-08-30,2,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,552.0,0,0,1887.6000000000001,3,8,aug
126,10294/60,10294,60,27.2,21,0.0,RATTC,4,2012-08-30,2,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,571.1999999999999,0,0,1887.6000000000001,3,8,aug
127,10294/75,10294,75,6.2,6,0.0,RATTC,4,2012-08-30,2,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,37.2,0,0,1887.6000000000001,3,8,aug
128,10295/56,10295,56,30.4,4,0.0,VINET,2,2012-09-02,2,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,121.6,0,0,121.6,6,9,sep
129,10296/11,10296,11,16.8,12,0.0,LILAS,6,2012-09-03,1,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,201.60000000000002,0,0,1050.6,0,9,sep
130,10296/16,10296,16,13.9,30,0.0,LILAS,6,2012-09-03,1,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,417.0,0,0,1050.6,0,9,sep
131,10296/69,10296,69,28.8,15,0.0,LILAS,6,2012-09-03,1,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,432.0,0,0,1050.6,0,9,sep
132,10297/39,10297,39,14.4,60,0.0,BLONP,5,2012-09-04,2,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,864.0,0,0,1420.0,1,9,sep
133,10297/72,10297,72,27.8,20,0.0,BLONP,5,2012-09-04,2,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,556.0,0,0,1420.0,1,9,sep
