,index,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,price,OnSale,discounted_order,order_total
81,81,10278/73,10278,73,12.0,25,0.0,300.0,0,0,1488.8
82,82,10279/17,10279,17,31.2,15,0.25,351.0,1,1,351.0
83,83,10280/24,10280,24,3.6,12,0.0,43.2,0,0,613.2
84,84,10280/55,10280,55,19.2,20,0.0,384.0,0,0,613.2
85,85,10280/75,10280,75,6.2,30,0.0,186.0,0,0,613.2
86,86,10281/19,10281,19,7.3,1,0.0,7.3,0,0,86.5
87,87,10281/24,10281,24,3.6,6,0.0,21.6,0,0,86.5
88,88,10281/35,10281,35,14.4,4,0.0,57.6,0,0,86.5
89,89,10282/30,10282,30,20.7,6,0.0,124.19999999999999,0,0,155.39999999999998
90,90,10282/57,10282,57,15.6,2,0.0,31.2,0,0,155.39999999999998
91,91,10283/15,10283,15,12.4,20,0.0,248.0,0,0,1414.8000000000002
92,92,10283/19,10283,19,7.3,18,0.0,131.4,0,0,1414.8000000000002
93,93,10283/60,10283,60,27.2,35,0.0,952.0,0,0,1414.8000000000002
94,94,10283/72,10283,72,27.8,3,0.0,83.4,0,0,1414.8000000000002
95,95,10284/27,10284,27,35.1,15,0.25,394.87500000000006,1,1,1170.375
96,96,10284/44,10284,44,15.5,21,0.0,325.5,0,1,1170.375
97,97,10284/60,10284,60,27.2,20,0.25,408.0,1,1,1170.375
98,98,10284/67,10284,67,11.2,5,0.25,41.99999999999999,1,1,1170.375
99,99,10285/1,10285,1,14.4,45,0.2,518.4000000000001,1,1,1743.3600000000001
100,100,10285/40,10285,40,14.7,40,0.2,470.4,1,1,1743.3600000000001
101,101,10285/53,10285,53,26.2,36,0.2,754.5600000000001,1,1,1743.3600000000001
102,102,10286/35,10286,35,14.4,100,0.0,1440.0,0,0,3016.0
103,103,10286/62,10286,62,39.4,40,0.0,1576.0,0,0,3016.0
104,104,10287/16,10287,16,13.9,40,0.15,472.59999999999997,1,1,818.9999999999999
105,105,10287/34,10287,34,11.2,20,0.0,224.0,0,1,818.9999999999999
106,106,10287/46,10287,46,9.6,15,0.15,122.4,1,1,818.9999999999999
107,107,10288/54,10288,54,5.9,10,0.1,53.10000000000001,1,1,80.10000000000001
108,108,10288/68,10288,68,10.0,3,0.1,27.0,1,1,80.10000000000001
109,109,10289/3,10289,3,8.0,30,0.0,240.0,0,0,479.4
110,110,10289/64,10289,64,26.6,9,0.0,239.4,0,0,479.4
111,111,10290/5,10290,5,17.0,20,0.0,340.0,0,0,2169.0
112,112,10290/29,10290,29,99.0,15,0.0,1485.0,0,0,2169.0
113,113,10290/49,10290,49,16.0,15,0.0,240.0,0,0,2169.0
114,114,10290/77,10290,77,10.4,10,0.0,104.0,0,0,2169.0
115,115,10291/13,10291,13,4.8,20,0.1,86.4,1,1,497.52000000000004
116,116,10291/44,10291,44,15.5,24,0.1,334.8,1,1,497.52000000000004
117,117,10291/51,10291,51,42.4,2,0.1,76.32,1,1,497.52000000000004
118,118,10292/20,10292,20,64.8,20,0.0,1296.0,0,0,1296.0
119,119,10293/18,10293,18,50.0,12,0.0,600.0,0,0,848.7
120,120,10293/24,10293,24,3.6,10,0.0,36.0,0,0,848.7
121,121,10293/63,10293,63,35.1,5,0.0,175.5,0,0,848.7
122,122,10293/75,10293,75,6.2,6,0.0,37.2,0,0,848.7
123,123,10294/1,10294,1,14.4,18,0.0,259.2,0,0,1887.6000000000001
124,124,10294/17,10294,17,31.2,15,0.0,468.0,0,0,1887.6000000000001
125,125,10294/43,10294,43,36.8,15,0.0,552.0,0,0,1887.6000000000001
126,126,10294/60,10294,60,27.2,21,0.0,571.1999999999999,0,0,1887.6000000000001
127,127,10294/75,10294,75,6.2,6,0.0,37.2,0,0,1887.6000000000001
128,128,10295/56,10295,56,30.4,4,0.0,121.6,0,0,121.6
129,129,10296/11,10296,11,16.8,12,0.0,201.60000000000002,0,0,1050.6
130,130,10296/16,10296,16,13.9,30,0.0,417.0,0,0,1050.6
131,131,10296/69,10296,69,28.8,15,0.0,432.0,0,0,1050.6
132,132,10297/39,10297,39,14.4,60,0.0,864.0,0,0,1420.0
133,133,10297/72,10297,72,27.8,20,0.0,556.0,0,0,1420.0
134,134,10298/2,10298,2,15.2,40,0.0,608.0,0,1,2645.0
135,135,10298/36,10298,36,15.2,40,0.25,455.99999999999994,1,1,2645.0
136,136,10298/59,10298,59,44.0,30,0.25,990.0,1,1,2645.0
137,137,10298/62,10298,62,39.4,15,0.0,591.0,0,1,2645.0
138,138,10299/19,10299,19,7.3,15,0.0,109.5,0,0,349.5
139,139,10299/70,10299,70,12.0,20,0.0,240.0,0,0,349.5
140,140,10300/66,10300,66,13.6,30,0.0,408.0,0,0,608.0
141,141,10300/68,10300,68,10.0,20,0.0,200.0,0,0,608.0
142,142,10301/40,10301,40,14.7,10,0.0,147.0,0,0,755.0
143,143,10301/56,10301,56,30.4,20,0.0,608.0,0,0,755.0
144,144,10302/17,10302,17,31.2,40,0.0,1248.0,0,0,2708.7999999999997
145,145,10302/28,10302,28,36.4,28,0.0,1019.1999999999999,0,0,2708.7999999999997
146,146,10302/43,10302,43,36.8,12,0.0,441.59999999999997,0,0,2708.7999999999997
147,147,10303/40,10303,40,14.7,40,0.1,529.2,1,1,1117.8000000000002
148,148,10303/65,10303,65,16.8,30,0.1,453.6,1,1,1117.8000000000002
149,149,10303/68,10303,68,10.0,15,0.1,135.0,1,1,1117.8000000000002
150,150,10304/49,10304,49,16.0,30,0.0,480.0,0,0,954.4
151,151,10304/59,10304,59,44.0,10,0.0,440.0,0,0,954.4
152,152,10304/71,10304,71,17.2,2,0.0,34.4,0,0,954.4
153,153,10305/18,10305,18,50.0,25,0.1,1125.0,1,1,3741.3
154,154,10305/29,10305,29,99.0,25,0.1,2227.5,1,1,3741.3
155,155,10305/39,10305,39,14.4,30,0.1,388.8,1,1,3741.3
156,156,10306/30,10306,30,20.7,10,0.0,207.0,0,0,498.5
157,157,10306/53,10306,53,26.2,10,0.0,262.0,0,0,498.5
158,158,10306/54,10306,54,5.9,5,0.0,29.5,0,0,498.5
159,159,10307/62,10307,62,39.4,10,0.0,394.0,0,0,424.0
160,160,10307/68,10307,68,10.0,3,0.0,30.0,0,0,424.0
161,161,10308/69,10308,69,28.8,1,0.0,28.8,0,0,88.8
162,162,10308/70,10308,70,12.0,5,0.0,60.0,0,0,88.8
163,163,10309/4,10309,4,17.6,20,0.0,352.0,0,0,1762.0
164,164,10309/6,10309,6,20.0,30,0.0,600.0,0,0,1762.0
165,165,10309/42,10309,42,11.2,2,0.0,22.4,0,0,1762.0
166,166,10309/43,10309,43,36.8,20,0.0,736.0,0,0,1762.0
167,167,10309/71,10309,71,17.2,3,0.0,51.599999999999994,0,0,1762.0
168,168,10310/16,10310,16,13.9,10,0.0,139.0,0,0,336.0
169,169,10310/62,10310,62,39.4,5,0.0,197.0,0,0,336.0
170,170,10311/42,10311,42,11.2,6,0.0,67.19999999999999,0,0,268.79999999999995
171,171,10311/69,10311,69,28.8,7,0.0,201.6,0,0,268.79999999999995
172,172,10312/28,10312,28,36.4,4,0.0,145.6,0,0,1614.8
173,173,10312/43,10312,43,36.8,24,0.0,883.1999999999999,0,0,1614.8
174,174,10312/53,10312,53,26.2,20,0.0,524.0,0,0,1614.8
175,175,10312/75,10312,75,6.2,10,0.0,62.0,0,0,1614.8
176,176,10313/36,10313,36,15.2,12,0.0,182.39999999999998,0,0,182.39999999999998
177,177,10314/32,10314,32,25.6,40,0.1,921.6000000000001,1,1,2094.3
178,178,10314/58,10314,58,10.6,30,0.1,286.2,1,1,2094.3
179,179,10314/62,10314,62,39.4,25,0.1,886.5,1,1,2094.3
180,180,10315/34,10315,34,11.2,14,0.0,156.79999999999998,0,0,516.8
181,181,10315/70,10315,70,12.0,30,0.0,360.0,0,0,516.8
182,182,10316/41,10316,41,7.7,10,0.0,77.0,0,0,2835.0
183,183,10316/62,10316,62,39.4,70,0.0,2758.0,0,0,2835.0
184,184,10317/1,10317,1,14.4,20,0.0,288.0,0,0,288.0
185,185,10318/41,10318,41,7.7,20,0.0,154.0,0,0,240.4
186,186,10318/76,10318,76,14.4,6,0.0,86.4,0,0,240.4
187,187,10319/17,10319,17,31.2,8,0.0,249.6,0,0,1191.1999999999998
188,188,10319/28,10319,28,36.4,14,0.0,509.59999999999997,0,0,1191.1999999999998
189,189,10319/76,10319,76,14.4,30,0.0,432.0,0,0,1191.1999999999998
190,190,10320/71,10320,71,17.2,30,0.0,516.0,0,0,516.0
191,191,10321/35,10321,35,14.4,10,0.0,144.0,0,0,144.0
192,192,10322/52,10322,52,5.6,20,0.0,112.0,0,0,112.0
193,193,10323/15,10323,15,12.4,5,0.0,62.0,0,0,164.4
194,194,10323/25,10323,25,11.2,4,0.0,44.8,0,0,164.4
195,195,10323/39,10323,39,14.4,4,0.0,57.6,0,0,164.4
196,196,10324/16,10324,16,13.9,21,0.15,248.11499999999998,1,1,5275.715
197,197,10324/35,10324,35,14.4,70,0.15,856.8000000000001,1,1,5275.715
198,198,10324/46,10324,46,9.6,30,0.0,288.0,0,1,5275.715
199,199,10324/59,10324,59,44.0,40,0.15,1496.0,1,1,5275.715
200,200,10324/63,10324,63,35.1,80,0.15,2386.8,1,1,5275.715
201,201,10325/6,10325,6,20.0,6,0.0,120.0,0,0,1497.0
202,202,10325/13,10325,13,4.8,12,0.0,57.599999999999994,0,0,1497.0
203,203,10325/14,10325,14,18.6,9,0.0,167.4,0,0,1497.0
204,204,10325/31,10325,31,10.0,4,0.0,40.0,0,0,1497.0
205,205,10325/72,10325,72,27.8,40,0.0,1112.0,0,0,1497.0
206,206,10326/4,10326,4,17.6,24,0.0,422.40000000000003,0,0,982.0
207,207,10326/57,10326,57,15.6,16,0.0,249.6,0,0,982.0
208,208,10326/75,10326,75,6.2,50,0.0,310.0,0,0,982.0
209,209,10327/2,10327,2,15.2,25,0.2,304.0,1,1,1810.0
210,210,10327/11,10327,11,16.8,50,0.2,672.0000000000001,1,1,1810.0
211,211,10327/30,10327,30,20.7,35,0.2,579.5999999999999,1,1,1810.0
212,212,10327/58,10327,58,10.6,30,0.2,254.4,1,1,1810.0
213,213,10328/59,10328,59,44.0,9,0.0,396.0,0,0,1168.0
214,214,10328/65,10328,65,16.8,40,0.0,672.0,0,0,1168.0
215,215,10328/68,10328,68,10.0,10,0.0,100.0,0,0,1168.0
216,216,10329/19,10329,19,7.3,10,0.05,69.35,1,1,4578.43
217,217,10329/30,10329,30,20.7,8,0.05,157.32,1,1,4578.43
218,218,10329/38,10329,38,210.8,20,0.05,4005.2,1,1,4578.43
219,219,10329/56,10329,56,30.4,12,0.05,346.56,1,1,4578.43
220,220,10330/26,10330,26,24.9,50,0.15,1058.25,1,1,1649.0
221,221,10330/72,10330,72,27.8,25,0.15,590.75,1,1,1649.0
222,222,10331/54,10331,54,5.9,15,0.0,88.5,0,0,88.5
223,223,10332/18,10332,18,50.0,40,0.2,1600.0,1,1,1786.8799999999999
224,224,10332/42,10332,42,11.2,10,0.2,89.6,1,1,1786.8799999999999
225,225,10332/47,10332,47,7.6,16,0.2,97.28,1,1,1786.8799999999999
226,226,10333/14,10333,14,18.6,10,0.0,186.0,0,1,877.2
227,227,10333/21,10333,21,8.0,10,0.1,72.0,1,1,877.2
228,228,10333/71,10333,71,17.2,40,0.1,619.2,1,1,877.2
229,229,10334/52,10334,52,5.6,8,0.0,44.8,0,0,144.8
230,230,10334/68,10334,68,10.0,10,0.0,100.0,0,0,144.8
231,231,10335/2,10335,2,15.2,7,0.2,85.12,1,1,2036.16
232,232,10335/31,10335,31,10.0,25,0.2,200.0,1,1,2036.16
233,233,10335/32,10335,32,25.6,6,0.2,122.88000000000002,1,1,2036.16
234,234,10335/51,10335,51,42.4,48,0.2,1628.16,1,1,2036.16
235,235,10336/4,10336,4,17.6,18,0.1,285.12,1,1,285.12
236,236,10337/23,10337,23,7.2,40,0.0,288.0,0,0,2467.0
237,237,10337/26,10337,26,24.9,24,0.0,597.5999999999999,0,0,2467.0
238,238,10337/36,10337,36,15.2,20,0.0,304.0,0,0,2467.0
239,239,10337/37,10337,37,20.8,28,0.0,582.4,0,0,2467.0
240,240,10337/72,10337,72,27.8,25,0.0,695.0,0,0,2467.0
241,241,10338/17,10338,17,31.2,20,0.0,624.0,0,0,934.5
242,242,10338/30,10338,30,20.7,15,0.0,310.5,0,0,934.5
243,243,10339/4,10339,4,17.6,10,0.0,176.0,0,1,3354.0
244,244,10339/17,10339,17,31.2,70,0.05,2074.7999999999997,1,1,3354.0
245,245,10339/62,10339,62,39.4,28,0.0,1103.2,0,1,3354.0
246,246,10340/18,10340,18,50.0,20,0.05,950.0,1,1,2436.1799999999994
247,247,10340/41,10340,41,7.7,12,0.05,87.78,1,1,2436.1799999999994
248,248,10340/43,10340,43,36.8,40,0.05,1398.3999999999996,1,1,2436.1799999999994
249,249,10341/33,10341,33,2.0,8,0.0,16.0,0,1,352.59999999999997
250,250,10341/59,10341,59,44.0,9,0.15,336.59999999999997,1,1,352.59999999999997
251,251,10342/2,10342,2,15.2,24,0.2,291.84000000000003,1,1,1840.6399999999999
252,252,10342/31,10342,31,10.0,56,0.2,448.0,1,1,1840.6399999999999
253,253,10342/36,10342,36,15.2,40,0.2,486.4,1,1,1840.6399999999999
254,254,10342/55,10342,55,19.2,40,0.2,614.4,1,1,1840.6399999999999
255,255,10343/64,10343,64,26.6,50,0.0,1330.0,0,1,1584.0
256,256,10343/68,10343,68,10.0,4,0.05,38.0,1,1,1584.0
257,257,10343/76,10343,76,14.4,15,0.0,216.0,0,1,1584.0
258,258,10344/4,10344,4,17.6,35,0.0,616.0,0,1,2296.0
259,259,10344/8,10344,8,32.0,70,0.25,1680.0,1,1,2296.0
260,260,10345/8,10345,8,32.0,70,0.0,2240.0,0,0,2924.8
261,261,10345/19,10345,19,7.3,80,0.0,584.0,0,0,2924.8
262,262,10345/42,10345,42,11.2,9,0.0,100.8,0,0,2924.8
263,263,10346/17,10346,17,31.2,36,0.1,1010.8799999999999,1,1,1618.8799999999999
264,264,10346/56,10346,56,30.4,20,0.0,608.0,0,1,1618.8799999999999
265,265,10347/25,10347,25,11.2,10,0.0,112.0,0,1,814.42
266,266,10347/39,10347,39,14.4,50,0.15,612.0,1,1,814.42
267,267,10347/40,10347,40,14.7,4,0.0,58.8,0,1,814.42
268,268,10347/75,10347,75,6.2,6,0.15,31.619999999999997,1,1,814.42
269,269,10348/1,10348,1,14.4,15,0.15,183.6,1,1,363.6
270,270,10348/23,10348,23,7.2,25,0.0,180.0,0,1,363.6
271,271,10349/54,10349,54,5.9,24,0.0,141.60000000000002,0,0,141.60000000000002
272,272,10350/50,10350,50,13.0,15,0.1,175.50000000000003,1,1,642.0600000000001
273,273,10350/69,10350,69,28.8,18,0.1,466.56000000000006,1,1,642.0600000000001
274,274,10351/38,10351,38,210.8,20,0.05,4005.2,1,1,5398.725
275,275,10351/41,10351,41,7.7,13,0.0,100.10000000000001,0,1,5398.725
276,276,10351/44,10351,44,15.5,77,0.05,1133.825,1,1,5398.725
277,277,10351/65,10351,65,16.8,10,0.05,159.6,1,1,5398.725
278,278,10352/24,10352,24,3.6,10,0.0,36.0,0,1,136.3
279,279,10352/54,10352,54,5.9,20,0.15,100.30000000000001,1,1,136.3
280,280,10353/11,10353,11,16.8,12,0.2,161.28000000000003,1,1,8593.28
281,281,10353/38,10353,38,210.8,50,0.2,8432.0,1,1,8593.28
282,282,10354/1,10354,1,14.4,12,0.0,172.8,0,0,568.8
283,283,10354/29,10354,29,99.0,4,0.0,396.0,0,0,568.8
284,284,10355/24,10355,24,3.6,25,0.0,90.0,0,0,480.0
285,285,10355/57,10355,57,15.6,25,0.0,390.0,0,0,480.0
286,286,10356/31,10356,31,10.0,30,0.0,300.0,0,0,1106.4
287,287,10356/55,10356,55,19.2,12,0.0,230.39999999999998,0,0,1106.4
288,288,10356/69,10356,69,28.8,20,0.0,576.0,0,0,1106.4
289,289,10357/10,10357,10,24.8,30,0.2,595.2,1,1,1167.68
290,290,10357/26,10357,26,24.9,16,0.0,398.4,0,1,1167.68
291,291,10357/60,10357,60,27.2,8,0.2,174.08,1,1,1167.68
292,292,10358/24,10358,24,3.6,10,0.05,34.2,1,1,429.4
293,293,10358/34,10358,34,11.2,10,0.05,106.39999999999999,1,1,429.4
294,294,10358/36,10358,36,15.2,20,0.05,288.8,1,1,429.4
295,295,10359/16,10359,16,13.9,56,0.05,739.48,1,1,3471.68
296,296,10359/31,10359,31,10.0,70,0.05,665.0,1,1,3471.68
297,297,10359/60,10359,60,27.2,80,0.05,2067.2,1,1,3471.68
298,298,10360/28,10360,28,36.4,30,0.0,1092.0,0,0,7390.2
299,299,10360/29,10360,29,99.0,35,0.0,3465.0,0,0,7390.2
300,300,10360/38,10360,38,210.8,10,0.0,2108.0,0,0,7390.2
301,301,10360/49,10360,49,16.0,35,0.0,560.0,0,0,7390.2
302,302,10360/54,10360,54,5.9,28,0.0,165.20000000000002,0,0,7390.2
303,303,10361/39,10361,39,14.4,54,0.1,699.84,1,1,2046.2400000000002
304,304,10361/60,10361,60,27.2,55,0.1,1346.4,1,1,2046.2400000000002
305,305,10362/25,10362,25,11.2,50,0.0,560.0,0,0,1549.6
306,306,10362/51,10362,51,42.4,20,0.0,848.0,0,0,1549.6
307,307,10362/54,10362,54,5.9,24,0.0,141.60000000000002,0,0,1549.6
308,308,10363/31,10363,31,10.0,20,0.0,200.0,0,0,447.2
309,309,10363/75,10363,75,6.2,12,0.0,74.4,0,0,447.2
310,310,10363/76,10363,76,14.4,12,0.0,172.8,0,0,447.2
311,311,10364/69,10364,69,28.8,30,0.0,864.0,0,0,950.0
312,312,10364/71,10364,71,17.2,5,0.0,86.0,0,0,950.0
313,313,10365/11,10365,11,16.8,24,0.0,403.20000000000005,0,0,403.20000000000005
314,314,10366/65,10366,65,16.8,5,0.0,84.0,0,0,136.0
315,315,10366/77,10366,77,10.4,5,0.0,52.0,0,0,136.0
316,316,10367/34,10367,34,11.2,36,0.0,403.2,0,0,834.1999999999999
317,317,10367/54,10367,54,5.9,18,0.0,106.2,0,0,834.1999999999999
318,318,10367/65,10367,65,16.8,15,0.0,252.0,0,0,834.1999999999999
319,319,10367/77,10367,77,10.4,7,0.0,72.8,0,0,834.1999999999999
320,320,10368/21,10368,21,8.0,5,0.1,36.0,1,1,1689.7800000000002
321,321,10368/28,10368,28,36.4,13,0.1,425.88,1,1,1689.7800000000002
322,322,10368/57,10368,57,15.6,25,0.0,390.0,0,1,1689.7800000000002
323,323,10368/64,10368,64,26.6,35,0.1,837.9000000000001,1,1,1689.7800000000002
324,324,10369/29,10369,29,99.0,20,0.0,1980.0,0,1,2390.4
325,325,10369/56,10369,56,30.4,18,0.25,410.4,1,1,2390.4
326,326,10370/1,10370,1,14.4,15,0.15,183.6,1,1,1117.6
327,327,10370/64,10370,64,26.6,30,0.0,798.0,0,1,1117.6
328,328,10370/74,10370,74,8.0,20,0.15,136.0,1,1,1117.6
329,329,10371/36,10371,36,15.2,6,0.2,72.96000000000001,1,1,72.96000000000001
330,330,10372/20,10372,20,64.8,12,0.25,583.1999999999999,1,1,9210.900000000001
331,331,10372/38,10372,38,210.8,40,0.25,6324.000000000001,1,1,9210.900000000001
332,332,10372/60,10372,60,27.2,70,0.25,1428.0,1,1,9210.900000000001
333,333,10372/72,10372,72,27.8,42,0.25,875.7,1,1,9210.900000000001
334,334,10373/58,10373,58,10.6,80,0.2,678.4000000000001,1,1,1366.4
335,335,10373/71,10373,71,17.2,50,0.2,688.0,1,1,1366.4
336,336,10374/31,10374,31,10.0,30,0.0,300.0,0,0,459.0
337,337,10374/58,10374,58,10.6,15,0.0,159.0,0,0,459.0
338,338,10375/14,10375,14,18.6,15,0.0,279.0,0,0,338.0
339,339,10375/54,10375,54,5.9,10,0.0,59.0,0,0,338.0
340,340,10376/31,10376,31,10.0,42,0.05,399.0,1,1,399.0
341,341,10377/28,10377,28,36.4,20,0.15,618.8,1,1,863.5999999999999
342,342,10377/39,10377,39,14.4,20,0.15,244.8,1,1,863.5999999999999
343,343,10378/71,10378,71,17.2,6,0.0,103.19999999999999,0,0,103.19999999999999
344,344,10379/41,10379,41,7.7,8,0.1,55.440000000000005,1,1,863.2800000000002
345,345,10379/63,10379,63,35.1,16,0.1,505.44000000000005,1,1,863.2800000000002
346,346,10379/65,10379,65,16.8,20,0.1,302.40000000000003,1,1,863.2800000000002
347,347,10380/30,10380,30,20.7,18,0.1,335.34,1,1,1313.82
348,348,10380/53,10380,53,26.2,20,0.1,471.59999999999997,1,1,1313.82
349,349,10380/60,10380,60,27.2,6,0.1,146.88,1,1,1313.82
350,350,10380/70,10380,70,12.0,30,0.0,360.0,0,1,1313.82
351,351,10381/74,10381,74,8.0,14,0.0,112.0,0,0,112.0
352,352,10382/5,10382,5,17.0,32,0.0,544.0,0,0,2900.0
353,353,10382/18,10382,18,50.0,9,0.0,450.0,0,0,2900.0
354,354,10382/29,10382,29,99.0,14,0.0,1386.0,0,0,2900.0
355,355,10382/33,10382,33,2.0,60,0.0,120.0,0,0,2900.0
356,356,10382/74,10382,74,8.0,50,0.0,400.0,0,0,2900.0
357,357,10383/13,10383,13,4.8,20,0.0,96.0,0,0,899.0
358,358,10383/50,10383,50,13.0,15,0.0,195.0,0,0,899.0
359,359,10383/56,10383,56,30.4,20,0.0,608.0,0,0,899.0
